segment_id,u,v,k,index,lat,lng,heading,image_path,class,confidence,xmin,ymin,xmax,ymax
10880381541_10880381536_0,10880381541,10880381536,0,0,10.298279091694171,123.87216566588455,174.93124326216855,data\road_images\10880381541_10880381536_0\0_175.jpg,0,0.36860114336013794,200.71707153320312,319.3223876953125,320.3916320800781,362.82891845703125
10880381541_10880381536_0,10880381541,10880381536,0,0,10.298279091694171,123.87216566588455,174.93124326216855,data\road_images\10880381541_10880381536_0\0_175.jpg,3,0.3001706600189209,307.4723205566406,382.4927062988281,318.4965515136719,390.5392761230469
12378167879_1140342719_0,12378167879,1140342719,0,0,10.298926000000002,123.8710593,94.13824604685476,data\road_images\12378167879_1140342719_0\0_94.jpg,1,0.8527490496635437,154.05372619628906,443.98114013671875,194.2003631591797,522.7742309570312
12378167879_1140342719_0,12378167879,1140342719,0,0,10.298926000000002,123.8710593,94.13824604685476,data\road_images\12378167879_1140342719_0\0_94.jpg,4,0.6412990689277649,0.0,436.4154357910156,78.28826904296875,445.9154357910156
280324090_666178209_0,280324090,666178209,0,0,10.3071475,123.9097892,206.58302453505257,data\road_images\280324090_666178209_0\0_207.jpg,6,0.583259642124176,259.4142761230469,294.07940673828125,293.3965759277344,302.90350341796875
280324097_9179423364_0,280324097,9179423364,0,0,10.310692874975913,123.90404883572816,314.20706118867247,data\road_images\280324097_9179423364_0\0_314.jpg,3,0.282619833946228,491.46246337890625,342.74346923828125,513.0713500976562,361.44342041015625
280324097_280332314_0,280324097,280332314,0,0,10.310647354842281,123.90404935303636,302.51113892128103,data\road_images\280324097_280332314_0\0_303.jpg,5,0.35917940735816956,337.325927734375,302.6816101074219,405.31866455078125,318.2283020019531
280324156_1101216292_0,280324156,1101216292,0,0,10.318737207195994,123.90032146666398,65.39910690464944,data\road_images\280324156_1101216292_0\0_65.jpg,6,0.3569450080394745,482.0649108886719,276.5832214355469,505.6149597167969,283.2295837402344
280324156_1101216292_0,280324156,1101216292,0,0,10.318737207195994,123.90032146666398,65.39910690464944,data\road_images\280324156_1101216292_0\0_65.jpg,5,0.27788466215133667,582.7213745117188,536.91455078125,639.7872924804688,566.7872314453125
280324156_1099182507_0,280324156,1099182507,0,0,10.318496547600201,123.8996138917111,255.82875432864142,data\road_images\280324156_1099182507_0\0_256.jpg,0,0.3000189960002899,291.8452453613281,296.8147888183594,384.6154479980469,421.6171569824219
280332246_666178172_0,280332246,666178172,0,0,10.31119185,123.89818835,166.54665630021054,data\road_images\280332246_666178172_0\0_167.jpg,4,0.42623329162597656,10.872001647949219,382.0600891113281,193.99264526367188,398.4174499511719
280332246_321793611_0,280332246,321793611,0,0,10.310733522902078,123.89679595093769,250.6799799123274,data\road_images\280332246_321793611_0\0_251.jpg,3,0.39920684695243835,178.69442749023438,420.4788818359375,224.6566162109375,451.9239501953125
280332246_321793611_0,280332246,321793611,0,0,10.310733522902078,123.89679595093769,250.6799799123274,data\road_images\280332246_321793611_0\0_251.jpg,3,0.3090769946575165,433.88055419921875,306.1141052246094,496.17236328125,320.7400207519531
280332246_456852934_0,280332246,456852934,0,0,10.311337652612082,123.89868245663072,77.31374382201415,data\road_images\280332246_456852934_0\0_77.jpg,1,0.4250776171684265,264.0494689941406,280.4815979003906,293.0414123535156,333.0929870605469
280332246_1463212047_0,280332246,1463212047,0,0,10.311776147745512,123.8982074987401,2.6044243773307016,data\road_images\280332246_1463212047_0\0_3.jpg,3,0.4467138946056366,319.82537841796875,314.1153869628906,362.9150390625,325.8619689941406
280332246_1463212047_0,280332246,1463212047,0,0,10.311776147745512,123.8982074987401,2.6044243773307016,data\road_images\280332246_1463212047_0\0_3.jpg,1,0.3058587610721588,320.43927001953125,238.0690155029297,332.51983642578125,256.62835693359375
280332314_666178190_0,280332314,666178190,0,0,10.310671,123.90394284999999,188.45098941805617,data\road_images\280332314_666178190_0\0_188.jpg,3,0.7187244296073914,419.5931091308594,293.35888671875,455.3412170410156,305.92315673828125
280332314_4036028114_0,280332314,4036028114,0,0,10.310760689937329,123.90386411877442,300.4466485208639,data\road_images\280332314_4036028114_0\0_300.jpg,1,0.314423143863678,297.8704833984375,400.76043701171875,362.91021728515625,439.032470703125
280332338_648112106_0,280332338,648112106,0,0,10.31546685,123.9077436,6.827900772174644,data\road_images\280332338_648112106_0\0_7.jpg,1,0.47310569882392883,421.37384033203125,338.42919921875,632.9644165039062,551.7652587890625
280332338_1105801872_0,280332338,1105801872,0,0,10.31540146419738,123.90792258447865,82.79569216757574,data\road_images\280332338_1105801872_0\0_83.jpg,1,0.8337265849113464,198.0763702392578,258.07391357421875,276.0811462402344,401.10491943359375
280332338_648751987_0,280332338,648751987,0,0,10.315670832975837,123.90709193623586,294.05950297563015,data\road_images\280332338_648751987_0\0_294.jpg,4,0.2906871438026428,418.4668273925781,298.4569396972656,551.8951416015625,307.8907165527344
280332338_648751987_0,280332338,648751987,0,0,10.315670832975837,123.90709193623586,294.05950297563015,data\road_images\280332338_648751987_0\0_294.jpg,1,0.27736523747444153,0.0,305.8280334472656,218.84170532226562,551.3220825195312
280332507_648111439_0,280332507,648111439,0,0,10.31833345,123.90787710000001,130.42559713464345,data\road_images\280332507_648111439_0\0_130.jpg,1,0.5338519811630249,16.18470001220703,309.1966552734375,182.42340087890625,419.93475341796875
280332507_648111439_0,280332507,648111439,0,0,10.31833345,123.90787710000001,130.42559713464345,data\road_images\280332507_648111439_0\0_130.jpg,1,0.48264604806900024,0.0,326.2811279296875,82.55296325683594,359.20428466796875
280332507_648111439_0,280332507,648111439,0,0,10.31833345,123.90787710000001,130.42559713464345,data\road_images\280332507_648111439_0\0_130.jpg,1,0.35241538286209106,83.40501403808594,309.7672424316406,184.09242248535156,383.6210632324219
280332507_648111439_0,280332507,648111439,0,0,10.31833345,123.90787710000001,130.42559713464345,data\road_images\280332507_648111439_0\0_130.jpg,1,0.32117658853530884,50.91920471191406,546.091552734375,192.14698791503906,639.576416015625
280332507_12116282679_0,280332507,12116282679,0,0,10.318308349999999,123.90778710000001,217.77707535175335,data\road_images\280332507_12116282679_0\0_218.jpg,3,0.4212583601474762,93.0228500366211,453.8350830078125,113.06778717041016,463.53515625
280332507_648110877_0,280332507,648110877,0,0,10.31841155,123.90786735,36.90090506948883,data\road_images\280332507_648110877_0\0_37.jpg,1,0.5082467198371887,415.0049133300781,240.76318359375,637.4492797851562,466.135009765625
280332507_648110877_0,280332507,648110877,0,0,10.31841155,123.90786735,36.90090506948883,data\road_images\280332507_648110877_0\0_37.jpg,6,0.505422055721283,553.691162109375,230.73500061035156,575.9942626953125,236.4657440185547
280332507_648110877_0,280332507,648110877,0,0,10.31841155,123.90786735,36.90090506948883,data\road_images\280332507_648110877_0\0_37.jpg,4,0.4002688527107239,573.3922729492188,528.5698852539062,639.7711791992188,578.9082641601562
280332507_648110877_0,280332507,648110877,0,0,10.31841155,123.90786735,36.90090506948883,data\road_images\280332507_648110877_0\0_37.jpg,6,0.2953646183013916,128.78369140625,253.294921875,149.05889892578125,258.5181884765625
280332507_648110877_0,280332507,648110877,0,0,10.31841155,123.90786735,36.90090506948883,data\road_images\280332507_648110877_0\0_37.jpg,4,0.2833530604839325,574.6922607421875,562.9375,640.0,579.524169921875
280332507_12116282676_0,280332507,12116282676,0,0,10.31844035,123.9077437,308.56171670499975,data\road_images\280332507_12116282676_0\0_309.jpg,6,0.7638737559318542,195.73416137695312,264.8493347167969,220.88980102539062,270.9286804199219
280332507_12116282676_0,280332507,12116282676,0,0,10.31844035,123.9077437,308.56171670499975,data\road_images\280332507_12116282676_0\0_309.jpg,6,0.5418573021888733,59.164344787597656,275.0596008300781,87.93256378173828,281.9982604980469
280332507_12116282676_0,280332507,12116282676,0,0,10.31844035,123.9077437,308.56171670499975,data\road_images\280332507_12116282676_0\0_309.jpg,2,0.3824107050895691,221.32476806640625,231.11631774902344,277.733154296875,265.8502502441406
280332507_12116282676_0,280332507,12116282676,0,0,10.31844035,123.9077437,308.56171670499975,data\road_images\280332507_12116282676_0\0_309.jpg,2,0.30598387122154236,258.8960266113281,243.76239013671875,277.4725036621094,262.30914306640625
280332555_648111319_0,280332555,648111319,0,0,10.31613835,123.90575820000001,105.93420952099945,data\road_images\280332555_648111319_0\0_106.jpg,6,0.7077145576477051,434.0001525878906,303.99664306640625,463.3722839355469,312.6268310546875
280332555_648111319_0,280332555,648111319,0,0,10.31613835,123.90575820000001,105.93420952099945,data\road_images\280332555_648111319_0\0_106.jpg,0,0.25779667496681213,574.4229736328125,219.45704650878906,632.6173095703125,278.0238952636719
280332555_12116282641_0,280332555,12116282641,0,0,10.3160749,123.90568164999999,197.33723852317473,data\road_images\280332555_12116282641_0\0_197.jpg,1,0.3087318539619446,24.5504093170166,428.64483642578125,76.68368530273438,479.9814453125
280332555_648112258_0,280332555,648112258,0,0,10.3162012,123.90572115,16.722700284104405,data\road_images\280332555_648112258_0\0_17.jpg,6,0.8170872926712036,128.38058471679688,305.5857849121094,167.8709716796875,316.0359802246094
280332555_648112258_0,280332555,648112258,0,0,10.3162012,123.90572115,16.722700284104405,data\road_images\280332555_648112258_0\0_17.jpg,1,0.5201252102851868,321.88427734375,279.4493408203125,339.05145263671875,355.60894775390625
280332555_648112258_0,280332555,648112258,0,0,10.3162012,123.90572115,16.722700284104405,data\road_images\280332555_648112258_0\0_17.jpg,1,0.2569284737110138,1.7505931854248047,437.7467346191406,54.581146240234375,477.7636413574219
280332555_12116282637_0,280332555,12116282637,0,0,10.31618235,123.90558915,284.3216978602062,data\road_images\280332555_12116282637_0\0_284.jpg,1,0.508320689201355,139.64852905273438,310.9644775390625,228.35427856445312,422.7178955078125
280332555_12116282637_0,280332555,12116282637,0,0,10.31618235,123.90558915,284.3216978602062,data\road_images\280332555_12116282637_0\0_284.jpg,4,0.33460766077041626,132.31466674804688,342.96527099609375,367.68011474609375,361.29766845703125
280332555_12116282637_0,280332555,12116282637,0,0,10.31618235,123.90558915,284.3216978602062,data\road_images\280332555_12116282637_0\0_284.jpg,4,0.3071809411048889,218.9200439453125,326.923828125,361.19696044921875,373.04266357421875
280332555_12116282637_0,280332555,12116282637,0,0,10.31618235,123.90558915,284.3216978602062,data\road_images\280332555_12116282637_0\0_284.jpg,1,0.2944910228252411,243.72543334960938,294.8466491699219,351.4402160644531,417.1351623535156
280332570_1099182418_0,280332570,1099182418,0,0,10.312927799544758,123.90014815753123,266.1788134754695,data\road_images\280332570_1099182418_0\0_266.jpg,3,0.43239593505859375,234.37835693359375,331.6337585449219,281.0477294921875,348.6512145996094
280332570_1099182418_0,280332570,1099182418,0,0,10.312927799544758,123.90014815753123,266.1788134754695,data\road_images\280332570_1099182418_0\0_266.jpg,3,0.4083622097969055,239.71160888671875,368.790283203125,265.76312255859375,384.13232421875
280332570_1099182418_0,280332570,1099182418,0,0,10.312927799544758,123.90014815753123,266.1788134754695,data\road_images\280332570_1099182418_0\0_266.jpg,3,0.26955756545066833,199.57742309570312,357.7705993652344,266.56597900390625,383.2632751464844
280332570_280332571_0,280332570,280332571,0,0,10.312176711122296,123.90032958079045,207.10246640090685,data\road_images\280332570_280332571_0\0_207.jpg,0,0.4458674490451813,159.7625732421875,462.7841796875,330.7409362792969,586.50341796875
280332571_666178174_0,280332571,666178174,0,0,10.31150265,123.899834,201.6147579035212,data\road_images\280332571_666178174_0\0_202.jpg,6,0.2760447859764099,121.1478271484375,277.4849853515625,143.55667114257812,282.83935546875
280332571_280332570_0,280332571,280332570,0,0,10.312176711122296,123.90032958079045,27.10233905161209,data\road_images\280332571_280332570_0\0_27.jpg,4,0.5219771265983582,96.0915298461914,382.49151611328125,317.72406005859375,406.8961181640625
280332571_280332570_0,280332571,280332570,0,0,10.312176711122296,123.90032958079045,27.10233905161209,data\road_images\280332571_280332570_0\0_27.jpg,6,0.3035484254360199,375.2658996582031,257.9207763671875,400.0838928222656,264.64056396484375
280332571_280332570_0,280332571,280332570,0,0,10.312176711122296,123.90032958079045,27.10233905161209,data\road_images\280332571_280332570_0\0_27.jpg,4,0.27627789974212646,368.9601745605469,410.0533142089844,640.0,445.1587219238281
280332573_282924701_0,280332573,282924701,0,0,10.309767488666386,123.89379375672692,185.84803437332963,data\road_images\280332573_282924701_0\0_186.jpg,6,0.593951404094696,280.0959167480469,319.2825012207031,325.3061828613281,330.1539611816406
280332573_282924701_0,280332573,282924701,0,0,10.309767488666386,123.89379375672692,185.84803437332963,data\road_images\280332573_282924701_0\0_186.jpg,4,0.5722118020057678,552.8654174804688,557.45166015625,640.0,572.8060302734375
280332573_282924701_0,280332573,282924701,0,0,10.309767488666386,123.89379375672692,185.84803437332963,data\road_images\280332573_282924701_0\0_186.jpg,1,0.30364319682121277,519.7564697265625,505.86968994140625,576.5155029296875,621.1976928710938
280332573_282924701_0,280332573,282924701,0,0,10.309767488666386,123.89379375672692,185.84803437332963,data\road_images\280332573_282924701_0\0_186.jpg,1,0.28056803345680237,228.5926971435547,303.4835510253906,268.53790283203125,349.3682556152344
280332598_8865044737_0,280332598,8865044737,0,0,10.315277850000001,123.9016117,242.1642461676321,data\road_images\280332598_8865044737_0\0_242.jpg,1,0.29632049798965454,76.59394836425781,318.1009521484375,127.58819580078125,371.27685546875
281418180_318314962_0,281418180,318314962,0,0,10.31605325,123.8905306,251.49667644988534,data\road_images\281418180_318314962_0\0_251.jpg,1,0.7296323776245117,2.6379318237304688,252.5247802734375,231.48129272460938,443.75396728515625
281418180_318314962_0,281418180,318314962,0,0,10.31605325,123.8905306,251.49667644988534,data\road_images\281418180_318314962_0\0_251.jpg,4,0.4177843928337097,0.0,369.2546691894531,61.53293991088867,381.9460754394531
281418180_318314962_0,281418180,318314962,0,0,10.31605325,123.8905306,251.49667644988534,data\road_images\281418180_318314962_0\0_251.jpg,1,0.3078368604183197,235.72100830078125,295.723876953125,275.51220703125,409.12469482421875
281418189_321793935_0,281418189,321793935,0,0,10.31082811516377,123.89271325179192,349.77393597989845,data\road_images\281418189_321793935_0\0_350.jpg,4,0.43681928515434265,341.32049560546875,341.62921142578125,521.8714599609375,365.00787353515625
281418189_960110982_0,281418189,960110982,0,0,10.310464843045612,123.89291093816205,71.83838589005177,data\road_images\281418189_960110982_0\0_72.jpg,1,0.34959208965301514,5.9125213623046875,244.1221160888672,217.5375213623047,330.1226806640625
281418189_960110982_0,281418189,960110982,0,0,10.310464843045612,123.89291093816205,71.83838589005177,data\road_images\281418189_960110982_0\0_72.jpg,1,0.32516828179359436,0.5590476989746094,294.5992736816406,95.84840393066406,349.9055480957031
281418213_1680513007_0,281418213,1680513007,0,0,10.2971243,123.89537465000001,253.01905653262088,data\road_images\281418213_1680513007_0\0_253.jpg,6,0.37701109051704407,611.6923828125,259.93365478515625,639.200927734375,268.308837890625
281418213_282921471_0,281418213,282921471,0,0,10.296388803470466,123.89627341204428,164.16881046399328,data\road_images\281418213_282921471_0\0_164.jpg,4,0.3339516222476959,23.07794189453125,327.5625305175781,404.2917785644531,351.7163391113281
281418213_282921471_0,281418213,282921471,0,0,10.296388803470466,123.89627341204428,164.16881046399328,data\road_images\281418213_282921471_0\0_164.jpg,1,0.27225908637046814,337.7968444824219,237.4959259033203,354.7129821777344,282.2977600097656
281418213_282921471_0,281418213,282921471,0,0,10.296388803470466,123.89627341204428,164.16881046399328,data\road_images\281418213_282921471_0\0_164.jpg,1,0.2500528395175934,59.336814880371094,268.984619140625,258.1494140625,527.0110473632812
281418213_5771172377_0,281418213,5771172377,0,0,10.29792195392991,123.89582765564849,343.9759191972856,data\road_images\281418213_5771172377_0\0_344.jpg,1,0.49331384897232056,118.37477111816406,275.6458435058594,199.1163787841797,319.5898742675781
281418213_5771172377_0,281418213,5771172377,0,0,10.29792195392991,123.89582765564849,343.9759191972856,data\road_images\281418213_5771172377_0\0_344.jpg,3,0.2755758464336395,101.74130249023438,412.2215881347656,130.09146118164062,427.4539489746094
281418213_1129145570_0,281418213,1129145570,0,0,10.29751751807554,123.89669944469355,73.39148623655757,data\road_images\281418213_1129145570_0\0_73.jpg,4,0.381691038608551,375.0732421875,345.8719482421875,482.88067626953125,379.95733642578125
